LawID,LegislatorID,LegislatorName,LegislatorReligion,LegislatorRuleBegin,LegislatorRuleEnd,TerID,TerShortLabel,TerSeq,TerLabel,TerType1,TerType2,TerReligion,TerPublished,TerEditor,Date,Year,Form,Canton,Canton_rec,Scope_clean2,Scope_clean3,Scope_clean4,Scope_clean5,Scope_clean6,Scope_clean7,Scope_clean8,Scope_clean9,Scope_clean10,Scope_clean11,Scope_clean12,Scope_clean13,Archive,StAB,Archive_folder,Pages,Title,Matters_level2_num01,Matters_level2_01,Matters_level3_01,Matters_level4_01,Matters_01_addinfo,Matters_level2_num02,Matters_level2_02,Matters_level3_02,Matters_level4_02,Matters_02_addinfo,Matters_level2_num03,Matters_level2_03,Matters_level3_03,Matters_level4_03,Matters_03_addinfo,Matters_level2_num04,Matters_level2_04,Matters_level3_04,Matters_level4_04,Matters_04_addinfo,Matters_level2_num05,Matters_level2_05,Matters_level3_05,Matters55,Matters_level4_05,Matters_level2_num06,Matters_level2_06,Matters_level3_06,Matters_level4_06,Matters_06_addinfo,Matters_level2_num07,Matters_level2_07,Matters_level3_07,Matters_level4_07,Matters_07_addinfo,Matters_level2_num08,Matters_level2_08,Matters_level3_08,Matters_level4_08,Matters_08_addinfo,Matters_level2_num09,Matters_level2_09,Matters_level3_09,Matters_level4_09,Matters_09_addinfo,Matters_level2_num10,Matters_level2_10,Matters_level3_10,Matters_level4_10,Matters_10_addinfo,Matters_level2_num11,Matters_level2_11,Matters_level3_11,Matters_level4_11,Matters_level2_num12,Matters_level2_12,Matters_level3_12,Matters_level4_12,Matters_level2_num13,Matters_level2_13,Matters_level3_13,Matters_level4_13,Matters_level2_num14,Matters_level2_14,Matters_level3_14,Matters_level4_14,Matters_14_addinfo,Matters_level2_num15,Matters_level2_15,Matters_level3_15,Matters_level4_15,Matters_level2_num16,Matters_level2_16,Matters_level3_16,Matters_level4_16,Matters_level2_num17,Matters_level2_17,Matters_level3_17,Matters_level4_17,Matters_17_addinfo,Matters_level2_num18,Matters_level2_18,Matters_level3_18,Matters_level4_18,Matters_18_addinfo,Matters_level2_num19,Matters_level2_19,Matters_level3_19,Matters_level4_19,Matters_level2_num20,Matters_level2_20,Matters_level3_20,Matters_level4_20,Matters_level2_num21,Matters_level2_21,Matters_level3_21,Matters_level4_21,Matters_level2_num22,Matters_level2_22,Matters_level3_22,Matters_level4_22,Matters_22_addinfo,Matters_level2_num23,Matters_level2_23,Matters_level3_23,Matters_level4_23,Matters_23_addinfo,Matters_level2_num24,Matters_level2_24,Matters_level3_24,Matters_level4_24,Matters_24_addinfo,Matters_level2_num25,Matters_level2_25,Matters_level3_25,Matters_level4_25,Matters_level2_num26,Matters_level2_26,Matters_level3_26,Matters_level4_26
BER.01.001.2516,BER.01.001,SchultheiÃŸ und Kleiner und GroÃŸer Rat der Stadt Bern,EV,1528,1798,BER,BER,1,Bern,EidgenÃ¶ssischer Ort,WL,EV,7,Claudia Schott-Volm,5/31/1693,1693,Verordnung,Canton of Fribourg,Controlled by Bern,Burgdorf,LÃ¼tzelflÃ¼h,Trachselwald,Oberhofen,Wangen,Aarwangen,Bernese Oberland, , , , , ,"StAB, A I 490, S. 4-8",StAB,A I 490,S. 4-8,Wie die TÃ¤uffer zuvertreiben und ausszureÃ¼ten.,1.1,Religionsangelegenheiten,Sekten/Ketzerei,",Aufenthalt; Verbot; Fremde; Versammlungsverbot; Ãœberwachung; TÃ¤ufer", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
BER.01.001.2590,BER.01.001,SchultheiÃŸ und Kleiner und GroÃŸer Rat der Stadt Bern,EV,1528,1798,BER,BER,1,Bern,EidgenÃ¶ssischer Ort,WL,EV,7,Claudia Schott-Volm,4/18/1695,1695,Verordnung,Canton of Bern,Canton of Bern,Bern, , , , , , , , , , , ,"StAB, A I 490, S. 169 f.",StAB,A I 490,S. 169 f.,Dass die HaussleÃ¼ht und KÃ¼her umb die Statt huldigen sÃ¶llend wegen der WidertÃ¤ufferey.,1.1,Religionsangelegenheiten,Sekten/Ketzerei,",TÃ¤ufer", ,1.2,BevÃ¶lkerungs- und Standeswesen; Herrschaftsverfassung,Huldigung, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
BER.01.001.2635,BER.01.001,SchultheiÃŸ und Kleiner und GroÃŸer Rat der Stadt Bern,EV,1528,1798,BER,BER,1,Bern,EidgenÃ¶ssischer Ort,WL,EV,7,Claudia Schott-Volm,11/30/1696,1696,Verordnung,Canton of Bern,Canton of Bern,Bern, , , , , , , , , , , ,"StAB, A I 490, S. 252",StAB,A I 490,S. 252,"Sie frÃ¼scher Dingen mahnen, ob dem TÃ¤uffermandat geflissenlich zuhalten.",1.1,Religionsangelegenheiten,Sekten/Ketzerei,",TÃ¤ufer; Aufenthalt; Verbot; Fremde", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
BER.01.001.2674,BER.01.001,SchultheiÃŸ und Kleiner und GroÃŸer Rat der Stadt Bern,EV,1528,1798,BER,BER,1,Bern,EidgenÃ¶ssischer Ort,WL,EV,7,Claudia Schott-Volm,4/12/1698,1698,Verordnung,Canton of Bern,Canton of Bern,Schwarzenburg,Thun, , , , , , , , , , ,"StAB, A I 490, S. 345-347",StAB,A I 490,S. 345-347, ,1.1,Religionsangelegenheiten,Kirchenzucht,",Pfarrei; ZugehÃ¶rigkeit", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
BER.01.001.2897,BER.01.001,SchultheiÃŸ und Kleiner und GroÃŸer Rat der Stadt Bern,EV,1528,1798,BER,BER,1,Bern,EidgenÃ¶ssischer Ort,WL,EV,7,Claudia Schott-Volm,7/19/1706,1706,Verordnung,Canton of Fribourg,Controlled by Bern,Murten,Echallens, , , , , , , , , , ,"StAB, A I 491, S. 84 f.",StAB,A I 491,S. 84 f.,Den allgemeinen BÃ¤ttag ussschreiben.,1.1,Religionsangelegenheiten,Feiertage/ReligiÃ¶se Feste,",BuÃŸ- & Bettag; Fastenzeit", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
BER.01.001.2915,BER.01.001,SchultheiÃŸ und Kleiner und GroÃŸer Rat der Stadt Bern,EV,1528,1798,BER,BER,1,Bern,EidgenÃ¶ssischer Ort,WL,EV,7,Claudia Schott-Volm,6/7/1707,1707,Ordnung,Canton of Bern,Canton of Bern,Schwarzenburg, , , , , , , , , , , ,"StAB, A I 491, S. 134-138",StAB,A I 491,S. 134-138,Ihnen die Publication der letst in Truk aussgebener TeÃ¼ffer-Ordnung und derselben Handtobhaltung anbefehlen.,1.1,Religionsangelegenheiten,Geistlichkeit,",Predigt; AmtsausÃ¼bung; AmtsfÃ¼hrung; Aufsicht", ,2.4,Policey der Verwaltung und Justiz,Bekanntmachungswesen,",KanzelverkÃ¼ndung; TÃ¤uferordnung", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
BER.01.001.3003,BER.01.001,SchultheiÃŸ und Kleiner und GroÃŸer Rat der Stadt Bern,EV,1528,1798,BER,BER,1,Bern,EidgenÃ¶ssischer Ort,WL,EV,7,Claudia Schott-Volm,12/28/1709,1709,Verordnung,Canton of Vaud,Controlled by Bern,Grandson, , , , , , , , , , , ,"StAB, A I 491, S. 332-334",StAB,A I 491,S. 332-334,Wegen den TeÃ¼fferscheinen.,1.1,Religionsangelegenheiten,Sekten/Ketzerei,",TÃ¤ufer; Aufenthalt; Verbot; Fremde", ,1.2,BevÃ¶lkerungs- und Standeswesen; Herrschaftsverfassung,Aufenthalt,",Bedingungen", ,4.4,Arbeitsordnung,Dienstboten/Gesinde,",Zeugnispflicht", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
BER.01.001.3004,BER.01.001,SchultheiÃŸ und Kleiner und GroÃŸer Rat der Stadt Bern,EV,1528,1798,BER,BER,1,Bern,EidgenÃ¶ssischer Ort,WL,EV,7,Claudia Schott-Volm,12/28/1709,1709,Verordnung,Canton of Bern (invaded),Controlled by Bern,Thun,Oberhofen,Emmental, , , , , , , , , ,"StAB, A I 491, S. 334 f.",StAB,A I 491,S. 334 f.,Wegen TeÃ¼fferen.,1.1,Religionsangelegenheiten,Sekten/Ketzerei,",TÃ¤ufer; Beherbergungsverbot", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
BER.01.001.2998,BER.01.001,SchultheiÃŸ und Kleiner und GroÃŸer Rat der Stadt Bern,EV,1528,1798,BER,BER,1,Bern,EidgenÃ¶ssischer Ort,WL,EV,7,Claudia Schott-Volm,1/2/1710,1710,Verordnung,Canton of Bern,Canton of Bern,Bern, , , , , , , , , , , ,"StAB, A I 491, S. 322",StAB,A I 491,S. 322,An Herrn Decanum allhier.,1.1,Religionsangelegenheiten,Geistlichkeit,",AmtsausÃ¼bung; AmtsfÃ¼hrung; Aufsicht", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
BER.01.001.3049,BER.01.001,SchultheiÃŸ und Kleiner und GroÃŸer Rat der Stadt Bern,EV,1528,1798,BER,BER,1,Bern,EidgenÃ¶ssischer Ort,WL,EV,7,Claudia Schott-Volm,3/21/1711,1711,Verordnung,Canton of Aargau,Controlled by Bern,Zofingen,Orpund, , , , , , , , , , ,"StAB, A I 491, S. 413 f.",StAB,A I 491,S. 413 f.,Die Capitulhaltung aussschreiben.,1.1,Religionsangelegenheiten,Kirchenorganisation,",Kapitel", ,2.4,Policey der Verwaltung und Justiz,AmtsfÃ¼hrung/AmtsmiÃŸbrauch,",Amtleute; Aufgaben; Kapitel", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
BER.01.001.3297,BER.01.001,SchultheiÃŸ und Kleiner und GroÃŸer Rat der Stadt Bern,EV,1528,1798,BER,BER,1,Bern,EidgenÃ¶ssischer Ort,WL,EV,7,Claudia Schott-Volm,9/11/1719,1719,Verordnung,Canton of Bern,Canton of Bern,Oberaargau,Bernese Oberland,BÃ¼ren,Schwarzenburg,Emmental, , , , , , , ,"StAB, A I 492, S. 528-530",StAB,A I 492,S. 528-530,Wegen verbÃ¼rgeten TÃ¤uffer Weiberen.,1.1,Religionsangelegenheiten,Sekten/Ketzerei,",TÃ¤ufer; Aufenthalt; Verbot; Fremde; Versammlungsverbot; Ãœberwachung; Landesverweisung; Frist", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
BER.01.001.3311,BER.01.001,SchultheiÃŸ und Kleiner und GroÃŸer Rat der Stadt Bern,EV,1528,1798,BER,BER,1,Bern,EidgenÃ¶ssischer Ort,WL,EV,7,Claudia Schott-Volm,3/12/1720,1720,Verordnung,Canton of Bern,Canton of Bern,Oberaargau,Bernese Oberland,BÃ¼ren,Schwarzenburg,Emmental, , , , , , , ,"StAB, A I 492, S. 561-563",StAB,A I 492,S. 561-563,Wegen denen verbÃ¼rgeten TÃ¤ufferweiberen.,1.1,Religionsangelegenheiten,Sekten/Ketzerei,",TÃ¤ufer; Landesverweisung; Festnahme; GÃ¼ter", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
BER.01.001.3314,BER.01.001,SchultheiÃŸ und Kleiner und GroÃŸer Rat der Stadt Bern,EV,1528,1798,BER,BER,1,Bern,EidgenÃ¶ssischer Ort,WL,EV,7,Claudia Schott-Volm,4/10/1720,1720,Verordnung,Canton of Bern,Canton of Bern,Erlach,Gals,BÃ¼ren,Nidau, , , , , , , , ,"StAB, A I 492, S. 572-574",StAB,A I 492,S. 572-574,"Die Undterthanen zu verwahrnen, sich nit in die Mississippianische Compagney zu begeben.",1.1,Religionsangelegenheiten,Konfession,",ReligionsausÃ¼bung; EinschrÃ¤nkung", ,2.2,Ã–ffentliche Sicherheit; KriminalitÃ¤t,Kriegslauf/Kriegsdienst,",Verbot", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
BER.01.001.3504,BER.01.001,SchultheiÃŸ und Kleiner und GroÃŸer Rat der Stadt Bern,EV,1528,1798,BER,BER,1,Bern,EidgenÃ¶ssischer Ort,WL,EV,7,Claudia Schott-Volm,5/1/1726,1726,Verordnung,Canton of Aargau,Controlled by Bern,Zofingen,Orpund, , , , , , , , , , ,"StAB, A I 493, S. 497",StAB,A I 493,S. 497,Ihnen zubefehlen denen Capitlen byzewohnen.,1.1,Religionsangelegenheiten,Kirchenorganisation,",Kapitel", ,2.4,Policey der Verwaltung und Justiz,AmtsfÃ¼hrung/AmtsmiÃŸbrauch,",Amtleute; Aufgaben; Kapitel", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
BER.01.001.3572,BER.01.001,SchultheiÃŸ und Kleiner und GroÃŸer Rat der Stadt Bern,EV,1528,1798,BER,BER,1,Bern,EidgenÃ¶ssischer Ort,WL,EV,7,Claudia Schott-Volm,8/25/1728,1728,Verordnung,Canton of Bern,Canton of Bern,Schwarzenburg, , , , , , , , , , , ,"StAB, A I 493, S. 881-883",StAB,A I 493,S. 881-883,Ihnen der neÃ¼wgetrukten Biblen halb Instruction ertheilen.,1.1,Religionsangelegenheiten,ReligiÃ¶se Unterweisung,",Bibel; Verteilung", ,4.3,'Industrielle' Produktion,Verlagswesen,",Bibel", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
BER.01.001.3599,BER.01.001,SchultheiÃŸ und Kleiner und GroÃŸer Rat der Stadt Bern,EV,1528,1798,BER,BER,1,Bern,EidgenÃ¶ssischer Ort,WL,EV,7,Claudia Schott-Volm,7/11/1729,1729,Verordnung,Canton of Vaud,Controlled by Bern,Echallens,Schwarzenburg,Grandson,Murten, , , , , , , , ,"StAB, A I 494, S. 5 f.",StAB,A I 494,S. 5 f.,Den BÃ¤ttag [...] aussschreiben.,1.1,Religionsangelegenheiten,Feiertage/ReligiÃ¶se Feste,",BuÃŸ- & Bettag; Fastenzeit,NÃ¤chster Bettag 1730, nicht mehr aufgenommen nach Absprache mit Herrn HÃ¤rter", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
BER.01.001.3633,BER.01.001,SchultheiÃŸ und Kleiner und GroÃŸer Rat der Stadt Bern,EV,1528,1798,BER,BER,1,Bern,EidgenÃ¶ssischer Ort,WL,EV,7,Claudia Schott-Volm,6/18/1731,1731,Verordnung,Canton of Bern,Canton of Bern,Emmental,Bernese Oberland,Yverdon-les-Bains,RomainmÃ´tier,Nyon,Oberaargau, , , , , , ,"StAB, A I 494, S. 238 f.",StAB,A I 494,S. 238 f.,Wegen denen TÃ¤ufferen.,1.1,Religionsangelegenheiten,Sekten/Ketzerei,",TÃ¤ufer; Ãœberwachung", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
BER.01.001.3658,BER.01.001,SchultheiÃŸ und Kleiner und GroÃŸer Rat der Stadt Bern,EV,1528,1798,BER,BER,1,Bern,EidgenÃ¶ssischer Ort,WL,EV,7,Claudia Schott-Volm,2/9/1733,1733,Verordnung,Canton of Bern,Canton of Bern,Bern, , , , , , , , , , , ,"StAB, A I 494, S. 410 f.",StAB,A I 494,S. 410 f.,Ihnen das lange Predigen verbieten.,1.1,Religionsangelegenheiten,Geistlichkeit,",Predigt", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
BER.01.001.3691,BER.01.001,SchultheiÃŸ und Kleiner und GroÃŸer Rat der Stadt Bern,EV,1528,1798,BER,BER,1,Bern,EidgenÃ¶ssischer Ort,WL,EV,7,Claudia Schott-Volm,7/10/1734,1734,Verordnung,Canton of Bern (invaded),Controlled by Bern,Bernese Oberland,Emmental, , , , , , , , , , ,"StAB, A I 494, S. 650 f.",StAB,A I 494,S. 650 f.,Wegen tÃ¤ufferischen Versamblungen.,1.1,Religionsangelegenheiten,Sekten/Ketzerei,",TÃ¤ufer; Versammlungsverbot", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
BER.01.001.3810,BER.01.001,SchultheiÃŸ und Kleiner und GroÃŸer Rat der Stadt Bern,EV,1528,1798,BER,BER,1,Bern,EidgenÃ¶ssischer Ort,WL,EV,7,Claudia Schott-Volm,1/13/1741,1741,Verordnung,Canton of Bern (invaded),Controlled by Bern,Saanen,Aigle, , , , , , , , , , ,"StAB, A I 496, S. 189-191",StAB,A I 496,S. 189-191,Wein Debite der Welschen Predigkanten halber.,1.1,Religionsangelegenheiten,Geistlichkeit,",Wein; Verkauf", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
BER.01.001.4011,BER.01.001,SchultheiÃŸ und Kleiner und GroÃŸer Rat der Stadt Bern,EV,1528,1798,BER,BER,1,Bern,EidgenÃ¶ssischer Ort,WL,EV,7,Claudia Schott-Volm,6/20/1752,1752,Verordnung,Canton of Fribourg,Controlled by Bern,Burgdorf, , , , , , , , , , , ,"StAB, A I 498, S. 243-245",StAB,A I 498,S. 243-245, ,1.1,Religionsangelegenheiten,Kirchenorganisation,",Gottesdienstgang; Predigt; Visitation", ,1.1,Religionsangelegenheiten,ReligiÃ¶se Unterweisung,",Gottesdienstgang; Predigt; Visitation", ,1.1,Religionsangelegenheiten,Sonntagsheiligung,",Gottesdienstgang; Predigt; Visitation", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
BER.01.001.4020,BER.01.001,SchultheiÃŸ und Kleiner und GroÃŸer Rat der Stadt Bern,EV,1528,1798,BER,BER,1,Bern,EidgenÃ¶ssischer Ort,WL,EV,7,Claudia Schott-Volm,1/25/1753,1753,Verordnung,Canton of Bern,Canton of Bern,Emmental,Laupen,Bernese Oberland,Burgdorf,Schwarzenburg, , , , , , , ,"StAB, A I 498, S. 375-388",StAB,A I 498,S. 375-388,Verordnung wegen denen Sectiereren.,1.1,Religionsangelegenheiten,Konfession,",Versammlungsverbot; Verbot", ,1.1,Religionsangelegenheiten,Sekten/Ketzerei,",Versammlungsverbot; Verbot", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
BER.01.001.4145,BER.01.001,SchultheiÃŸ und Kleiner und GroÃŸer Rat der Stadt Bern,EV,1528,1798,BER,BER,1,Bern,EidgenÃ¶ssischer Ort,WL,EV,7,Claudia Schott-Volm,1/1/1757,1757,Chorgerichtssatzung,Canton of Vaud,Controlled by Bern,Grandson,Echallens,Murten, , , , , , , , , ,"StAB, A I 499, gedruckte Einlage ab S. 567",StAB,A I 499,gedruckte Einlage ab S. 567,"Chorgricht-Satzung fÃ¼r die drey Gemeine Aemter Murten, Grandson und Tscherlitz.",1.1,Religionsangelegenheiten,GotteslÃ¤sterung,",SchwÃ¶ren & Fluchen", ,1.5,Sittlichkeit; Ehe- und Familie; SexualitÃ¤t,EheschlieÃŸung,",Bedingungen; Arme; MinderjÃ¤hrige; Verbot; AuÃŸerterritorial", ,1.5,Sittlichkeit; Ehe- und Familie; SexualitÃ¤t,Ehebruch,",Bedingungen; Arme; MinderjÃ¤hrige; Verbot; AuÃŸerterritorial", ,1.5,Sittlichkeit; Ehe- und Familie; SexualitÃ¤t,Ehescheidung, , ,1.5, , , , ,1.5, , , , ,2.1, , , , ,2.1, , , , ,2.1, , , , ,2.1, , , , ,2.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
BER.01.001.4081,BER.01.001,SchultheiÃŸ und Kleiner und GroÃŸer Rat der Stadt Bern,EV,1528,1798,BER,BER,1,Bern,EidgenÃ¶ssischer Ort,WL,EV,7,Claudia Schott-Volm,3/7/1757,1757,Verordnung,Canton of Vaud,Controlled by Bern,Yverdon-les-Bains,RomainmÃ´tier, , , , , , , , , , ,"StAB, A I 499, S. 120 f.",StAB,A I 499,S. 120 f.,Wie es wegen Haltung dess Kelchs bey der Communion zu observieren.,1.1,Religionsangelegenheiten,Kirchenzucht,",Sakramente (Einhaltung", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
BER.01.001.4197,BER.01.001,SchultheiÃŸ und Kleiner und GroÃŸer Rat der Stadt Bern,EV,1528,1798,BER,BER,1,Bern,EidgenÃ¶ssischer Ort,WL,EV,7,Claudia Schott-Volm,2/27/1764,1764,Verordnung,Canton of Bern,Canton of Bern,Bern, , , , , , , , , , , ,"StAB, A I 501, S. 282",StAB,A I 501,S. 282,Verbott des Spihlens an Sonn- und Feyrtagen.,1.1,Religionsangelegenheiten,Feiertage/ReligiÃ¶se Feste,",Spielen; VergnÃ¼gungen", ,1.1,Religionsangelegenheiten,Sonntagsheiligung,",Spielen; VergnÃ¼gungen", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
BER.01.001.4328,BER.01.001,SchultheiÃŸ und Kleiner und GroÃŸer Rat der Stadt Bern,EV,1528,1798,BER,BER,1,Bern,EidgenÃ¶ssischer Ort,WL,EV,7,Claudia Schott-Volm,12/18/1771,1771,Verordnung,Canton of Vaud,Controlled by Bern,Lausanne,Oron,Yverdon-les-Bains,Moudon,Payerne,Avenches,Vevey, , , , , ,"StAB, A I 504, S. 403-405 &408-411",StAB,A I 504,S. 403-405 &408-411,"Ihnen den zwischen MngH. und lobl. Stand Freyburg in Annis 1678. et 1757. getroffenen Verglich, wegen Fuhrungen an Sonn- und FÃ¤sttagen Copeyen zusenden um darob Hand obzuhalten.",1.1,Religionsangelegenheiten,Feiertage/ReligiÃ¶se Feste,",Handelswege", ,1.1,Religionsangelegenheiten,Sonntagsheiligung,",Handelswege", ,4.6,Handel und Dienstleistungen,Handelsbedingungen,",Binnenhandel; Handelswege", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
BER.01.001.4477,BER.01.001,SchultheiÃŸ und Kleiner und GroÃŸer Rat der Stadt Bern,EV,1528,1798,BER,BER,1,Bern,EidgenÃ¶ssischer Ort,WL,EV,7,Claudia Schott-Volm,2/22/1780,1780,Verordnung,Canton of Bern,Canton of Bern,Schwarzenburg,Echallens,Grandson,Murten, , , , , , , , ,"StAB, A I 507, S. 346 f.",StAB,A I 507,S. 346 f.,"Die Pfarrhrn. sollen alle Jahr die in ihren Kirchen vorgefallenen Einsegnungen von Ehen hiesiger Burger und ewigen Einwohneren, Mhwh. des Oberen Chorgrichts einberichten; anbey eine Verzeichniss seit dem Jahre 1650 von dergleichen Copulationen, biss 8. April einsenden.",1.1,Religionsangelegenheiten,Geistlichkeit,",AmtsausÃ¼bung; AmtsfÃ¼hrung", ,1.2,BevÃ¶lkerungs- und Standeswesen; Herrschaftsverfassung,Standeswesen,",Heirat; Register; Beurkundung", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
BER.01.001.4810,BER.01.001,SchultheiÃŸ und Kleiner und GroÃŸer Rat der Stadt Bern,EV,1528,1798,BER,BER,1,Bern,EidgenÃ¶ssischer Ort,WL,EV,7,Claudia Schott-Volm,6/30/1796,1796,Verordnung,Canton of Bern,Canton of Bern,Schwarzenburg,Grandson,Echallens,Orbe,Murten, , , , , , , ,"StAB, A I 513, S. 362 f.",StAB,A I 513,S. 362 f.,"Verbott aller Handarbeiten an Sontagen, dringende NotfÃ¤lle ausgenommen.",1.1,Religionsangelegenheiten,Feiertage/ReligiÃ¶se Feste,",Sonntagsarbeit; Genehmigung", ,1.1,Religionsangelegenheiten,Sonntagsheiligung,",Sonntagsarbeit; Genehmigung", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
