LawID,LegislatorID,LegislatorName,LegislatorReligion,LegislatorRuleBegin,LegislatorRuleEnd,TerID,TerShortLabel,TerSeq,TerLabel,TerType1,TerType2,TerReligion,TerPublished,TerEditor,Date,Form,Scope_clean 2,Scope_clean 3,Scope_clean 4,Scope_clean 5,Scope_clean 6,Scope_clean 7,Scope_clean 8,Scope_clean 9,Scope_clean 10,Scope_clean 11,Scope_clean 12,Scope_clean 13,Archive,StAB,Archive_folder,Pages,Title,Matters_level2_num01,Matters_level2_01,Matters_level3_01,Matters_level4_01,Matters_01_addinfo,Matters_level2_num02,Matters_level2_02,Matters_level3_02,Matters_level4_02,Matters_02_addinfo,Matters_level2_num03,Matters_level2_03,Matters_level3_03,Matters_level4_03,Matters_03_addinfo,Matters_level2_num04,Matters_level2_04,Matters_level3_04,Matters_level4_04,Matters_04_addinfo,Matters_level2_num05,Matters_level2_05,Matters_level3_05,Matters 5 5,Matters_level4_05,Matters_level2_num06,Matters_level2_06,Matters_level3_06,Matters_level4_06,Matters_06_addinfo,Matters_level2_num07,Matters_level2_07,Matters_level3_07,Matters_level4_07,Matters_07_addinfo,Matters_level2_num08,Matters_level2_08,Matters_level3_08,Matters_level4_08,Matters_08_addinfo,Matters_level2_num09,Matters_level2_09,Matters_level3_09,Matters_level4_09,Matters_09_addinfo,Matters_level2_num10,Matters_level2_10,Matters_level3_10,Matters_level4_10,Matters_10_addinfo,Matters_level2_num11,Matters_level2_11,Matters_level3_11,Matters_level4_11,Matters_level2_num12,Matters_level2_12,Matters_level3_12,Matters_level4_12,Matters_level2_num13,Matters_level2_13,Matters_level3_13,Matters_level4_13,Matters_level2_num14,Matters_level2_14,Matters_level3_14,Matters_level4_14,Matters_14_addinfo,Matters_level2_num15,Matters_level2_15,Matters_level3_15,Matters_level4_15,Matters_level2_num16,Matters_level2_16,Matters_level3_16,Matters_level4_16,Matters_level2_num17,Matters_level2_17,Matters_level3_17,Matters_level4_17,Matters_17_addinfo,Matters_level2_num18,Matters_level2_18,Matters_level3_18,Matters_level4_18,Matters_18_addinfo,Matters_level2_num19,Matters_level2_19,Matters_level3_19,Matters_level4_19,Matters_level2_num20,Matters_level2_20,Matters_level3_20,Matters_level4_20,Matters_level2_num21,Matters_level2_21,Matters_level3_21,Matters_level4_21,Matters_level2_num22,Matters_level2_22,Matters_level3_22,Matters_level4_22,Matters_22_addinfo,Matters_level2_num23,Matters_level2_23,Matters_level3_23,Matters_level4_23,Matters_23_addinfo,Matters_level2_num24,Matters_level2_24,Matters_level3_24,Matters_level4_24,Matters_24_addinfo,Matters_level2_num25,Matters_level2_25,Matters_level3_25,Matters_level4_25,Matters_level2_num26,Matters_level2_26,Matters_level3_26,Matters_level4_26
BER.01.001.2590,BER.01.001,Schultheiß und Kleiner und Großer Rat der Stadt Bern,EV,1528,1798,BER,BER,01,Bern,Eidgenössischer Ort,WL,EV,7,Claudia Schott-Volm,1695-04-18T00:00:00Z,Verordnung,Bern,,,,,,,,,,,,"StAB, A I 490, S. 169 f.",StAB,A I 490,S. 169 f.,Dass die Haussleüht und Küher umb die Statt huldigen söllend wegen der Widertäufferey.,1.1,Religionsangelegenheiten,Sekten/Ketzerei,",Täufer",,1.2,Bevölkerungs- und Standeswesen; Herrschaftsverfassung,Huldigung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BER.01.001.2674,BER.01.001,Schultheiß und Kleiner und Großer Rat der Stadt Bern,EV,1528,1798,BER,BER,01,Bern,Eidgenössischer Ort,WL,EV,7,Claudia Schott-Volm,1698-04-12T00:00:00Z,Verordnung,Schwarzenburg,Thun,,,,,,,,,,,"StAB, A I 490, S. 345-347",StAB,A I 490,S. 345-347,,1.1,Religionsangelegenheiten,Kirchenzucht,",Pfarrei; Zugehörigkeit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BER.01.001.2897,BER.01.001,Schultheiß und Kleiner und Großer Rat der Stadt Bern,EV,1528,1798,BER,BER,01,Bern,Eidgenössischer Ort,WL,EV,7,Claudia Schott-Volm,1706-07-19T00:00:00Z,Verordnung,Murten,Echallens,,,,,,,,,,,"StAB, A I 491, S. 84 f.",StAB,A I 491,S. 84 f.,Den allgemeinen Bättag ussschreiben.,1.1,Religionsangelegenheiten,Feiertage/Religiöse Feste,",Buß- & Bettag; Fastenzeit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BER.01.001.2915,BER.01.001,Schultheiß und Kleiner und Großer Rat der Stadt Bern,EV,1528,1798,BER,BER,01,Bern,Eidgenössischer Ort,WL,EV,7,Claudia Schott-Volm,1707-06-07T00:00:00Z,Ordnung,Schwarzenburg,,,,,,,,,,,,"StAB, A I 491, S. 134-138",StAB,A I 491,S. 134-138,Ihnen die Publication der letst in Truk aussgebener Teüffer-Ordnung und derselben Handtobhaltung anbefehlen.,1.1,Religionsangelegenheiten,Geistlichkeit,",Predigt; Amtsausübung; Amtsführung; Aufsicht",,2.4,Policey der Verwaltung und Justiz,Bekanntmachungswesen,",Kanzelverkündung; Täuferordnung",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BER.01.001.3003,BER.01.001,Schultheiß und Kleiner und Großer Rat der Stadt Bern,EV,1528,1798,BER,BER,01,Bern,Eidgenössischer Ort,WL,EV,7,Claudia Schott-Volm,1709-12-28T00:00:00Z,Verordnung,Grandson,,,,,,,,,,,,"StAB, A I 491, S. 332-334",StAB,A I 491,S. 332-334,Wegen den Teüfferscheinen.,1.1,Religionsangelegenheiten,Sekten/Ketzerei,",Täufer; Aufenthalt; Verbot; Fremde",,1.2,Bevölkerungs- und Standeswesen; Herrschaftsverfassung,Aufenthalt,",Bedingungen",,4.4,Arbeitsordnung,Dienstboten/Gesinde,",Zeugnispflicht",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BER.01.001.3004,BER.01.001,Schultheiß und Kleiner und Großer Rat der Stadt Bern,EV,1528,1798,BER,BER,01,Bern,Eidgenössischer Ort,WL,EV,7,Claudia Schott-Volm,1709-12-28T00:00:00Z,Verordnung,Thun,Oberhofen,Emmental,,,,,,,,,,"StAB, A I 491, S. 334 f.",StAB,A I 491,S. 334 f.,Wegen Teüfferen.,1.1,Religionsangelegenheiten,Sekten/Ketzerei,",Täufer; Beherbergungsverbot",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BER.01.001.2998,BER.01.001,Schultheiß und Kleiner und Großer Rat der Stadt Bern,EV,1528,1798,BER,BER,01,Bern,Eidgenössischer Ort,WL,EV,7,Claudia Schott-Volm,1710-01-02T00:00:00Z,Verordnung,Bern,,,,,,,,,,,,"StAB, A I 491, S. 322",StAB,A I 491,S. 322,An Herrn Decanum allhier.,1.1,Religionsangelegenheiten,Geistlichkeit,",Amtsausübung; Amtsführung; Aufsicht",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BER.01.001.3049,BER.01.001,Schultheiß und Kleiner und Großer Rat der Stadt Bern,EV,1528,1798,BER,BER,01,Bern,Eidgenössischer Ort,WL,EV,7,Claudia Schott-Volm,1711-03-21T00:00:00Z,Verordnung,Zofingen,Orpund,,,,,,,,,,,"StAB, A I 491, S. 413 f.",StAB,A I 491,S. 413 f.,Die Capitulhaltung aussschreiben.,1.1,Religionsangelegenheiten,Kirchenorganisation,",Kapitel",,2.4,Policey der Verwaltung und Justiz,Amtsführung/Amtsmißbrauch,",Amtleute; Aufgaben; Kapitel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BER.01.001.3297,BER.01.001,Schultheiß und Kleiner und Großer Rat der Stadt Bern,EV,1528,1798,BER,BER,01,Bern,Eidgenössischer Ort,WL,EV,7,Claudia Schott-Volm,1719-09-11T00:00:00Z,Verordnung,Oberaargau,Bernese Oberland,Büren,Schwarzenburg,Emmental,,,,,,,,"StAB, A I 492, S. 528-530",StAB,A I 492,S. 528-530,Wegen verbürgeten Täuffer Weiberen.,1.1,Religionsangelegenheiten,Sekten/Ketzerei,",Täufer; Aufenthalt; Verbot; Fremde; Versammlungsverbot; Überwachung; Landesverweisung; Frist",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BER.01.001.3311,BER.01.001,Schultheiß und Kleiner und Großer Rat der Stadt Bern,EV,1528,1798,BER,BER,01,Bern,Eidgenössischer Ort,WL,EV,7,Claudia Schott-Volm,1720-03-12T00:00:00Z,Verordnung,Oberaargau,Bernese Oberland,Büren,Schwarzenburg,Emmental,,,,,,,,"StAB, A I 492, S. 561-563",StAB,A I 492,S. 561-563,Wegen denen verbürgeten Täufferweiberen.,1.1,Religionsangelegenheiten,Sekten/Ketzerei,",Täufer; Landesverweisung; Festnahme; Güter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BER.01.001.3314,BER.01.001,Schultheiß und Kleiner und Großer Rat der Stadt Bern,EV,1528,1798,BER,BER,01,Bern,Eidgenössischer Ort,WL,EV,7,Claudia Schott-Volm,1720-04-10T00:00:00Z,Verordnung,Erlach,Gals,Büren,Nidau,,,,,,,,,"StAB, A I 492, S. 572-574",StAB,A I 492,S. 572-574,"Die Undterthanen zu verwahrnen, sich nit in die Mississippianische Compagney zu begeben.",1.1,Religionsangelegenheiten,Konfession,",Religionsausübung; Einschränkung",,2.2,Öffentliche Sicherheit; Kriminalität,Kriegslauf/Kriegsdienst,",Verbot",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BER.01.001.3451,BER.01.001,Schultheiß und Kleiner und Großer Rat der Stadt Bern,EV,1528,1798,BER,BER,01,Bern,Eidgenössischer Ort,WL,EV,7,Claudia Schott-Volm,1724-08-24T00:00:00Z,Verordnung,Echallens,Grandson,Saanen,Ählen,Murten,,,,,,,,"StAB, A I 493, S. 231 f.",StAB,A I 493,S. 231 f.,Ihnen die neü eingerichtete Lythurgey W. Lands zuschiken.,1.1,Religionsangelegenheiten,Kirchenorganisation,",Liturgie",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BER.01.001.3504,BER.01.001,Schultheiß und Kleiner und Großer Rat der Stadt Bern,EV,1528,1798,BER,BER,01,Bern,Eidgenössischer Ort,WL,EV,7,Claudia Schott-Volm,1726-05-01T00:00:00Z,Verordnung,Zofingen,Orpund,,,,,,,,,,,"StAB, A I 493, S. 497",StAB,A I 493,S. 497,Ihnen zubefehlen denen Capitlen byzewohnen.,1.1,Religionsangelegenheiten,Kirchenorganisation,",Kapitel",,2.4,Policey der Verwaltung und Justiz,Amtsführung/Amtsmißbrauch,",Amtleute; Aufgaben; Kapitel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BER.01.001.3572,BER.01.001,Schultheiß und Kleiner und Großer Rat der Stadt Bern,EV,1528,1798,BER,BER,01,Bern,Eidgenössischer Ort,WL,EV,7,Claudia Schott-Volm,1728-08-25T00:00:00Z,Verordnung,Schwarzenburg,,,,,,,,,,,,"StAB, A I 493, S. 881-883",StAB,A I 493,S. 881-883,Ihnen der neüwgetrukten Biblen halb Instruction ertheilen.,1.1,Religionsangelegenheiten,Religiöse Unterweisung,",Bibel; Verteilung",,4.3,'Industrielle' Produktion,Verlagswesen,",Bibel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BER.01.001.3599,BER.01.001,Schultheiß und Kleiner und Großer Rat der Stadt Bern,EV,1528,1798,BER,BER,01,Bern,Eidgenössischer Ort,WL,EV,7,Claudia Schott-Volm,1729-07-11T00:00:00Z,Verordnung,Echallens,Schwarzenburg,Grandson,Murten,,,,,,,,,"StAB, A I 494, S. 5 f.",StAB,A I 494,S. 5 f.,Den Bättag [...] aussschreiben.,1.1,Religionsangelegenheiten,Feiertage/Religiöse Feste,",Buß- & Bettag; Fastenzeit,Nächster Bettag 1730, nicht mehr aufgenommen nach Absprache mit Herrn Härter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BER.01.001.3633,BER.01.001,Schultheiß und Kleiner und Großer Rat der Stadt Bern,EV,1528,1798,BER,BER,01,Bern,Eidgenössischer Ort,WL,EV,7,Claudia Schott-Volm,1731-06-18T00:00:00Z,Verordnung,Emmental,Bernese Oberland,Yverdon-les-Bains,Romainmôtier,Nyon,Oberaargau,,,,,,,"StAB, A I 494, S. 238 f.",StAB,A I 494,S. 238 f.,Wegen denen Täufferen.,1.1,Religionsangelegenheiten,Sekten/Ketzerei,",Täufer; Überwachung",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BER.01.001.3658,BER.01.001,Schultheiß und Kleiner und Großer Rat der Stadt Bern,EV,1528,1798,BER,BER,01,Bern,Eidgenössischer Ort,WL,EV,7,Claudia Schott-Volm,1733-02-09T00:00:00Z,Verordnung,Bern,,,,,,,,,,,,"StAB, A I 494, S. 410 f.",StAB,A I 494,S. 410 f.,Ihnen das lange Predigen verbieten.,1.1,Religionsangelegenheiten,Geistlichkeit,",Predigt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BER.01.001.3691,BER.01.001,Schultheiß und Kleiner und Großer Rat der Stadt Bern,EV,1528,1798,BER,BER,01,Bern,Eidgenössischer Ort,WL,EV,7,Claudia Schott-Volm,1734-07-10T00:00:00Z,Verordnung,Bernese Oberland,Emmental,,,,,,,,,,,"StAB, A I 494, S. 650 f.",StAB,A I 494,S. 650 f.,Wegen täufferischen Versamblungen.,1.1,Religionsangelegenheiten,Sekten/Ketzerei,",Täufer; Versammlungsverbot",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BER.01.001.3810,BER.01.001,Schultheiß und Kleiner und Großer Rat der Stadt Bern,EV,1528,1798,BER,BER,01,Bern,Eidgenössischer Ort,WL,EV,7,Claudia Schott-Volm,1741-01-13T00:00:00Z,Verordnung,Saanen,Aigle,,,,,,,,,,,"StAB, A I 496, S. 189-191",StAB,A I 496,S. 189-191,Wein Debite der Welschen Predigkanten halber.,1.1,Religionsangelegenheiten,Geistlichkeit,",Wein; Verkauf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BER.01.001.4011,BER.01.001,Schultheiß und Kleiner und Großer Rat der Stadt Bern,EV,1528,1798,BER,BER,01,Bern,Eidgenössischer Ort,WL,EV,7,Claudia Schott-Volm,1752-06-20T00:00:00Z,Verordnung,Burgdorf,,,,,,,,,,,,"StAB, A I 498, S. 243-245",StAB,A I 498,S. 243-245,,1.1,Religionsangelegenheiten,Kirchenorganisation,",Gottesdienstgang; Predigt; Visitation",,1.1,Religionsangelegenheiten,Religiöse Unterweisung,",Gottesdienstgang; Predigt; Visitation",,1.1,Religionsangelegenheiten,Sonntagsheiligung,",Gottesdienstgang; Predigt; Visitation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BER.01.001.4020,BER.01.001,Schultheiß und Kleiner und Großer Rat der Stadt Bern,EV,1528,1798,BER,BER,01,Bern,Eidgenössischer Ort,WL,EV,7,Claudia Schott-Volm,1753-01-25T00:00:00Z,Verordnung,Emmental,Laupen,Bernese Oberland,Burgdorf,Schwarzenburg,,,,,,,,"StAB, A I 498, S. 375-388",StAB,A I 498,S. 375-388,Verordnung wegen denen Sectiereren.,1.1,Religionsangelegenheiten,Konfession,",Versammlungsverbot; Verbot",,1.1,Religionsangelegenheiten,Sekten/Ketzerei,",Versammlungsverbot; Verbot",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BER.01.001.4145,BER.01.001,Schultheiß und Kleiner und Großer Rat der Stadt Bern,EV,1528,1798,BER,BER,01,Bern,Eidgenössischer Ort,WL,EV,7,Claudia Schott-Volm,1757-0-0,Chorgerichtssatzung,Grandson,Echallens,Murten,,,,,,,,,,"StAB, A I 499, gedruckte Einlage ab S. 567",StAB,A I 499,gedruckte Einlage ab S. 567,"Chorgricht-Satzung für die drey Gemeine Aemter Murten, Grandson und Tscherlitz.",1.1,Religionsangelegenheiten,Gotteslästerung,",Schwören & Fluchen",,1.5,Sittlichkeit; Ehe- und Familie; Sexualität,Eheschließung,",Bedingungen; Arme; Minderjährige; Verbot; Außerterritorial",,1.5,Sittlichkeit; Ehe- und Familie; Sexualität,Ehebruch,",Bedingungen; Arme; Minderjährige; Verbot; Außerterritorial",,1.5,Sittlichkeit; Ehe- und Familie; Sexualität,Ehescheidung,",Bedingungen; Verbot",,1.5,Sittlichkeit; Ehe- und Familie; Sexualität,Familie/Eheführung,",Kindererziehung",,1.5,Sittlichkeit; Ehe- und Familie; Sexualität,Unzucht,",Hurerei; Außerehelicher Geschlechtsverkehr; Verführung",,2.1,Vergnügungen; Öffentliche Leichtfertigkeit,Aberglaube,",Wahrsagerei",,2.1,Vergnügungen; Öffentliche Leichtfertigkeit,Glücksspiel,",Verbot",,2.1,Vergnügungen; Öffentliche Leichtfertigkeit,Tanzen,",Hochzeit; Verbot",,2.1,Vergnügungen; Öffentliche Leichtfertigkeit,Umzüge/Feste,",Fastnacht; Zusammenkünfte; Mummenschanz",,2.4,Policey der Verwaltung und Justiz,Zuständigkeiten Gerichte,",Gericht; Chorgericht",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BER.01.001.4081,BER.01.001,Schultheiß und Kleiner und Großer Rat der Stadt Bern,EV,1528,1798,BER,BER,01,Bern,Eidgenössischer Ort,WL,EV,7,Claudia Schott-Volm,1757-03-07T00:00:00Z,Verordnung,Yverdon-les-Bains,Romainmôtier,,,,,,,,,,,"StAB, A I 499, S. 120 f.",StAB,A I 499,S. 120 f.,Wie es wegen Haltung dess Kelchs bey der Communion zu observieren.,1.1,Religionsangelegenheiten,Kirchenzucht,",Sakramente (Einhaltung",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BER.01.001.4197,BER.01.001,Schultheiß und Kleiner und Großer Rat der Stadt Bern,EV,1528,1798,BER,BER,01,Bern,Eidgenössischer Ort,WL,EV,7,Claudia Schott-Volm,1764-02-27T00:00:00Z,Verordnung,Bern,,,,,,,,,,,,"StAB, A I 501, S. 282",StAB,A I 501,S. 282,Verbott des Spihlens an Sonn- und Feyrtagen.,1.1,Religionsangelegenheiten,Feiertage/Religiöse Feste,",Spielen; Vergnügungen",,1.1,Religionsangelegenheiten,Sonntagsheiligung,",Spielen; Vergnügungen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BER.01.001.4328,BER.01.001,Schultheiß und Kleiner und Großer Rat der Stadt Bern,EV,1528,1798,BER,BER,01,Bern,Eidgenössischer Ort,WL,EV,7,Claudia Schott-Volm,1771-12-18T00:00:00Z,Verordnung,Lausanne,Oron,Yverdon-les-Bains,Moudon,Payerne,Avenches,Vevey,,,,,,"StAB, A I 504, S. 403-405 &408-411",StAB,A I 504,S. 403-405 &408-411,"Ihnen den zwischen MngH. und lobl. Stand Freyburg in Annis 1678. et 1757. getroffenen Verglich, wegen Fuhrungen an Sonn- und Fästtagen Copeyen zusenden um darob Hand obzuhalten.",1.1,Religionsangelegenheiten,Feiertage/Religiöse Feste,",Handelswege",,1.1,Religionsangelegenheiten,Sonntagsheiligung,",Handelswege",,4.6,Handel und Dienstleistungen,Handelsbedingungen,",Binnenhandel; Handelswege",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BER.01.001.4477,BER.01.001,Schultheiß und Kleiner und Großer Rat der Stadt Bern,EV,1528,1798,BER,BER,01,Bern,Eidgenössischer Ort,WL,EV,7,Claudia Schott-Volm,1780-02-22T00:00:00Z,Verordnung,Schwarzenburg,Echallens,Grandson,Murten,,,,,,,,,"StAB, A I 507, S. 346 f.",StAB,A I 507,S. 346 f.,"Die Pfarrhrn. sollen alle Jahr die in ihren Kirchen vorgefallenen Einsegnungen von Ehen hiesiger Burger und ewigen Einwohneren, Mhwh. des Oberen Chorgrichts einberichten; anbey eine Verzeichniss seit dem Jahre 1650 von dergleichen Copulationen, biss 8. April einsenden.",1.1,Religionsangelegenheiten,Geistlichkeit,",Amtsausübung; Amtsführung",,1.2,Bevölkerungs- und Standeswesen; Herrschaftsverfassung,Standeswesen,",Heirat; Register; Beurkundung",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BER.01.001.4810,BER.01.001,Schultheiß und Kleiner und Großer Rat der Stadt Bern,EV,1528,1798,BER,BER,01,Bern,Eidgenössischer Ort,WL,EV,7,Claudia Schott-Volm,1796-06-30T00:00:00Z,Verordnung,Schwarzenburg,Grandson,Echallens,Orbe,Murten,,,,,,,,"StAB, A I 513, S. 362 f.",StAB,A I 513,S. 362 f.,"Verbott aller Handarbeiten an Sontagen, dringende Notfälle ausgenommen.",1.1,Religionsangelegenheiten,Feiertage/Religiöse Feste,",Sonntagsarbeit; Genehmigung",,1.1,Religionsangelegenheiten,Sonntagsheiligung,",Sonntagsarbeit; Genehmigung",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
